gain	13	5	-69.53
gain	5	14	-61.24
gain	14	5	-60.83
gain	5	15	-55.40
gain	15	5	-55.60
gain	5	16	-58.76
gain	16	5	-58.24
gain	5	17	-68.50
gain	17	5	-69.13
gain	5	18	-80.86
gain	18	5	-82.73
gain	5	19	-83.86
gain	19	5	-86.70
gain	5	20	-92.85
gain	20	5	-93.54
gain	5	21	-83.99
gain	21	5	-87.27
gain	5	22	-82.18
gain	22	5	-82.16
gain	5	23	-75.46
gain	23	5	-77.19
gain	5	24	-66.32
gain	24	5	-68.19
gain	5	25	-71.49
gain	25	5	-71.25
gain	5	26	-70.01
gain	26	5	-70.42
gain	5	27	-73.69
gain	27	5	-73.95
gain	5	28	-78.69
gain	28	5	-81.07
gain	5	29	-89.44
gain	29	5	-89.29
gain	5	30	-90.79
gain	30	5	-90.34
gain	5	31	-81.20
gain	31	5	-80.66
gain	5	32	-84.01
gain	32	5	-82.77
gain	5	33	-79.48
gain	33	5	-82.32
gain	5	34	-78.47
gain	34	5	-79.44
gain	5	35	-82.33
gain	35	5	-81.17
gain	5	36	-76.61
gain	36	5	-77.42
gain	5	37	-83.72
gain	37	5	-82.85
gain	5	38	-85.23
gain	38	5	-85.67
gain	5	39	-92.31
gain	39	5	-92.18
gain	5	40	-93.70
gain	40	5	-93.11
gain	5	41	-88.42
gain	41	5	-87.02
gain	5	42	-90.57
gain	42	5	-92.34
gain	5	43	-81.69
gain	43	5	-82.66
gain	5	44	-90.98
gain	44	5	-91.64
gain	5	45	-83.27
gain	45	5	-83.11
gain	5	46	-81.38
gain	46	5	-81.78
gain	5	47	-86.75
gain	47	5	-86.88
gain	5	48	-87.90
gain	48	5	-88.81
gain	5	49	-89.70
gain	49	5	-91.19
gain	5	50	-89.38
gain	50	5	-90.50
gain	5	51	-89.77
gain	51	5	-90.27
gain	5	52	-93.65
gain	52	5	-93.40
gain	5	53	-83.58
gain	53	5	-85.92
gain	5	54	-85.91
gain	54	5	-86.06
gain	5	55	-89.71
gain	55	5	-89.45
gain	5	56	-87.80
gain	56	5	-89.95
gain	5	57	-94.10
gain	57	5	-94.41
gain	5	58	-90.07
gain	58	5	-91.09
gain	5	59	-97.45
gain	59	5	-97.66
gain	5	60	-95.14
gain	60	5	-97.49
gain	5	61	-92.41
gain	61	5	-94.57
gain	5	62	-100.29
gain	62	5	-102.38
gain	5	63	-97.72
gain	63	5	-98.17
gain	5	64	-96.86
gain	64	5	-97.65
gain	5	65	-94.52
gain	65	5	-95.25
gain	5	66	-90.42
gain	66	5	-91.36
gain	5	67	-90.96
gain	67	5	-93.25
gain	5	68	-92.33
gain	68	5	-92.40
gain	5	69	-91.36
gain	69	5	-92.42
gain	5	70	-107.16
gain	70	5	-107.87
gain	5	71	-92.23
gain	71	5	-91.41
gain	5	72	-99.94
gain	72	5	-99.90
gain	5	73	-95.59
gain	73	5	-97.49
gain	5	74	-87.82
gain	74	5	-89.86
gain	5	75	-89.93
gain	75	5	-92.85
gain	5	76	-93.03
gain	76	5	-92.25
gain	5	77	-103.20
gain	77	5	-104.26
gain	5	78	-97.75
gain	78	5	-98.44
gain	5	79	-96.90
gain	79	5	-97.20
gain	5	80	-101.58
gain	80	5	-103.04
gain	5	81	-103.74
gain	81	5	-101.65
gain	5	82	-98.29
gain	82	5	-98.47
gain	5	83	-105.43
gain	83	5	-105.03
gain	5	84	-94.88
gain	84	5	-97.20
gain	5	85	-95.65
gain	85	5	-95.18
gain	5	86	-96.34
gain	86	5	-97.98
gain	5	87	-100.67
gain	87	5	-102.56
gain	5	88	-93.85
gain	88	5	-93.63
gain	5	89	-99.01
gain	89	5	-99.49
gain	5	90	-101.10
gain	90	5	-101.82
gain	5	91	-101.29
gain	91	5	-101.27
gain	5	92	-97.67
gain	92	5	-97.23
gain	5	93	-97.05
gain	93	5	-95.73
gain	5	94	-106.42
gain	94	5	-107.57
gain	5	95	-100.28
gain	95	5	-101.45
gain	5	96	-97.42
gain	96	5	-97.55
gain	5	97	-99.22
gain	97	5	-98.59
gain	5	98	-106.19
gain	98	5	-107.48
gain	5	99	-101.03
gain	99	5	-101.01
gain	6	7	-57.74
gain	7	6	-58.16
gain	6	8	-65.05
gain	8	6	-67.47
gain	6	9	-78.45
gain	9	6	-80.38
gain	6	10	-91.34
gain	10	6	-93.60
